#	Temperatur 1 (°C)	Temperatur 2 (°C)	Temperatur 3 (°C)	Temperatur 4 (°C)	Temperatur 5 (°C)	Temperatur 6 (°C)	Temperatur 7 (°C)	Temperatur 8 (°C)	Zeit (s)
28	33.43	40.42	41.63	33.42	38.23	43.90	35.57	27.35	54.0000
29	33.67	40.72	41.93	33.69	38.64	44.27	35.92	27.37	56.0000
30	33.91	41.01	42.21	33.96	39.05	44.64	36.26	27.41	58.0000
31	34.15	41.29	42.49	34.22	39.45	45.00	36.59	27.46	60.0000
32	34.39	41.55	42.76	34.48	39.84	45.34	36.92	27.49	62.0000
33	34.63	41.82	43.02	34.73	40.23	45.68	37.23	27.53	64.0000
34	34.87	42.08	43.28	34.99	40.61	46.01	37.54	27.58	66.0000
35	35.11	42.33	43.52	35.24	40.98	46.33	37.84	27.63	68.0000
36	35.34	42.57	43.76	35.49	41.34	46.65	38.14	27.69	70.0000
37	35.58	42.81	43.99	35.73	41.70	46.96	38.42	27.75	72.0000
38	35.80	43.05	44.22	35.97	42.05	47.26	38.70	27.80	74.0000
39	36.03	43.28	44.43	36.20	42.39	47.56	38.97	27.86	76.0000
40	36.26	43.50	44.65	36.44	42.72	47.84	39.24	27.92	78.0000
41	36.48	43.72	44.85	36.66	43.04	48.13	39.50	27.98	80.0000
42	36.70	43.94	45.06	36.89	43.36	48.39	39.75	28.05	82.0000
43	36.92	44.15	45.26	37.12	43.67	48.67	39.99	28.12	84.0000
44	37.15	44.36	45.46	37.34	43.99	48.94	40.24	28.18	86.0000
45	37.36	44.57	45.65	37.56	44.29	49.20	40.47	28.25	88.0000
46	37.57	44.77	45.84	37.78	44.59	49.46	40.70	28.32	90.0000
47	37.79	44.97	46.02	37.99	44.88	49.71	40.92	28.39	92.0000
48	38.00	45.17	46.20	38.20	45.17	49.96	41.14	28.47	94.0000
49	38.21	45.36	46.38	38.41	45.45	50.20	41.35	28.54	96.0000
50	38.42	45.55	46.55	38.62	45.73	50.44	41.57	28.63	98.0000
51	38.62	45.74	46.73	38.81	46.00	50.67	41.78	28.70	100.0000
52	38.83	45.86	46.81	39.02	46.26	50.59	41.97	28.77	102.0000
53	39.03	45.73	46.58	39.21	46.46	49.89	42.15	28.85	104.0000
54	39.22	45.34	46.03	39.39	46.55	48.84	42.31	28.93	106.0000
55	39.39	44.78	45.28	39.53	46.48	47.69	42.40	29.02	108.0000
56	39.51	44.12	44.45	39.63	46.30	46.55	42.41	29.09	110.0000
57	39.60	43.43	43.57	39.67	46.02	45.48	42.35	29.18	112.0000
58	39.63	42.75	42.71	39.67	45.68	44.46	42.21	29.26	114.0000
59	39.63	42.07	41.88	39.62	45.30	43.55	42.01	29.33	116.0000
60	39.60	41.43	41.09	39.53	44.88	42.70	41.75	29.41	118.0000
61	39.53	40.82	40.35	39.41	44.44	41.92	41.45	29.50	120.0000
62	39.44	40.24	39.66	39.26	44.00	41.21	41.12	29.58	122.0000
63	39.33	39.70	39.01	39.09	43.55	40.55	40.76	29.65	124.0000
64	39.21	39.19	38.40	38.91	43.10	39.94	40.39	29.73	126.0000
65	39.08	38.72	37.85	38.72	42.64	39.37	40.01	29.80	128.0000
66	38.93	38.27	37.33	38.52	42.20	38.85	39.61	29.88	130.0000
67	38.78	37.86	36.86	38.31	41.76	38.36	39.22	29.95	132.0000
68	38.63	37.48	36.42	38.10	41.32	37.90	38.83	30.02	134.0000
69	38.46	37.11	36.01	37.89	40.90	37.47	38.45	30.09	136.0000
70	38.30	36.78	35.64	37.68	40.48	37.07	38.07	30.15	138.0000
71	38.14	36.47	35.29	37.47	40.07	36.69	37.70	30.22	140.0000
72	37.98	36.18	34.97	37.25	39.66	36.32	37.33	30.27	142.0000
73	37.82	35.90	34.67	37.04	39.28	35.99	36.98	30.33	144.0000
74	37.65	35.66	34.39	36.84	38.90	35.66	36.64	30.38	146.0000
75	37.49	35.41	34.14	36.64	38.54	35.37	36.32	30.42	148.0000
76	37.33	35.19	33.90	36.45	38.19	35.08	36.00	30.47	150.0000
77	37.18	34.98	33.69	36.25	37.85	34.81	35.70	30.50	152.0000
78	37.02	34.79	33.49	36.07	37.52	34.55	35.41	30.54	154.0000
79	36.86	34.60	33.31	35.88	37.19	34.30	35.13	30.58	156.0000
80	36.71	34.44	33.13	35.70	36.89	34.07	34.86	30.59	158.0000
81	36.57	34.28	32.97	35.53	36.58	33.85	34.61	30.62	160.0000
82	36.42	34.13	32.82	35.35	36.30	33.64	34.37	30.64	162.0000
83	36.27	33.98	32.69	35.19	36.02	33.44	34.13	30.66	164.0000
84	36.14	33.86	32.56	35.03	35.76	33.25	33.92	30.68	166.0000
85	36.00	33.73	32.45	34.87	35.50	33.08	33.71	30.68	168.0000
86	35.86	33.61	32.34	34.71	35.25	32.90	33.51	30.69	170.0000
87	35.73	33.51	32.24	34.56	35.01	32.74	33.32	30.70	172.0000
88	35.60	33.40	32.15	34.42	34.78	32.59	33.14	30.71	174.0000
89	35.47	33.31	32.06	34.28	34.56	32.44	32.96	30.71	176.0000
90	35.35	33.21	31.98	34.14	34.35	32.31	32.80	30.70	178.0000
91	35.23	33.13	31.91	34.01	34.14	32.18	32.65	30.70	180.0000
92	35.11	33.05	31.84	33.88	33.95	32.05	32.50	30.69	182.0000
93	35.00	32.97	31.78	33.76	33.76	31.94	32.36	30.68	184.0000
